Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Ship Duration,Order Year,Order Month,Order Quarter
6985,CA-2017-116526,2017-09-01,2017-09-05,Standard Class,JA-15970,Joseph Airdo,Consumer,Detroit,Michigan,48227,Central,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",376.74,4,2017,9,3
6986,CA-2017-116526,2017-09-01,2017-09-05,Standard Class,JA-15970,Joseph Airdo,Consumer,Detroit,Michigan,48227,Central,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,29.52,4,2017,9,3
6987,CA-2017-116526,2017-09-01,2017-09-05,Standard Class,JA-15970,Joseph Airdo,Consumer,Detroit,Michigan,48227,Central,OFF-AR-10004999,Office Supplies,Art,Newell 315,11.96,4,2017,9,3
6988,CA-2017-116526,2017-09-01,2017-09-05,Standard Class,JA-15970,Joseph Airdo,Consumer,Detroit,Michigan,48227,Central,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",26.4,4,2017,9,3
6989,CA-2018-158561,2018-11-11,2018-11-16,Second Class,BB-11545,Brenda Bowman,Corporate,Fort Lauderdale,Florida,33311,South,OFF-AP-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,1158.12,5,2018,11,4
6990,CA-2018-165099,2018-12-11,2018-12-13,First Class,DK-13375,Dennis Kane,Consumer,Abilene,Texas,79605,Central,OFF-AP-10001634,Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum,1.392,2,2018,12,4
6991,CA-2016-109386,2016-11-08,2016-11-13,Second Class,RH-19600,Rob Haberlin,Consumer,Hampton,Virginia,23666,South,OFF-AP-10003266,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",44.43,5,2016,11,4
6992,CA-2016-109386,2016-11-08,2016-11-13,Second Class,RH-19600,Rob Haberlin,Consumer,Hampton,Virginia,23666,South,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,226.2,5,2016,11,4
6993,CA-2016-109386,2016-11-08,2016-11-13,Second Class,RH-19600,Rob Haberlin,Consumer,Hampton,Virginia,23666,South,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,186.54,5,2016,11,4
6994,CA-2016-109386,2016-11-08,2016-11-13,Second Class,RH-19600,Rob Haberlin,Consumer,Hampton,Virginia,23666,South,OFF-AR-10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",265.86,5,2016,11,4
6995,CA-2016-109386,2016-11-08,2016-11-13,Second Class,RH-19600,Rob Haberlin,Consumer,Hampton,Virginia,23666,South,OFF-AR-10000122,Office Supplies,Art,Newell 314,27.9,5,2016,11,4
6996,CA-2016-166800,2016-11-19,2016-11-26,Standard Class,AG-10300,Aleksandra Gannaway,Corporate,Las Vegas,Nevada,89115,West,OFF-AP-10004868,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,31.08,7,2016,11,4
6997,CA-2018-117443,2018-12-23,2018-12-25,Second Class,JB-15400,Jennifer Braxton,Corporate,Rockford,Illinois,61107,Central,OFF-BI-10004002,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,13.84,2,2018,12,4
6998,CA-2018-117443,2018-12-23,2018-12-25,Second Class,JB-15400,Jennifer Braxton,Corporate,Rockford,Illinois,61107,Central,OFF-PA-10004475,Office Supplies,Paper,Xerox 1940,175.872,2,2018,12,4
6999,US-2017-134369,2017-09-16,2017-09-22,Standard Class,BC-11125,Becky Castell,Home Office,Laguna Niguel,California,92677,West,OFF-PA-10002195,Office Supplies,Paper,Xerox 1966,12.96,6,2017,9,3
7000,CA-2018-123687,2018-05-26,2018-05-29,First Class,KC-16675,Kimberly Carter,Corporate,Louisville,Kentucky,40214,South,OFF-AP-10002670,Office Supplies,Appliances,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,208.44,3,2018,5,2
7001,CA-2018-123687,2018-05-26,2018-05-29,First Class,KC-16675,Kimberly Carter,Corporate,Louisville,Kentucky,40214,South,OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,25.76,3,2018,5,2
7002,CA-2016-104871,2016-03-30,2016-04-03,Standard Class,DR-12940,Daniel Raglin,Home Office,Normal,Illinois,61761,Central,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",366.744,4,2016,3,1
7003,CA-2015-133158,2015-08-19,2015-08-21,Second Class,DW-13195,David Wiener,Corporate,Los Angeles,California,90045,West,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",289.24,2,2015,8,3
7004,CA-2015-133158,2015-08-19,2015-08-21,Second Class,DW-13195,David Wiener,Corporate,Los Angeles,California,90045,West,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,69.456,2,2015,8,3
7005,CA-2015-126333,2015-12-23,2015-12-28,Standard Class,ME-18010,Michelle Ellison,Corporate,Port Arthur,Texas,77642,Central,OFF-PA-10000223,Office Supplies,Paper,Xerox 2000,5.184,5,2015,12,4
7006,CA-2016-141740,2016-11-01,2016-11-05,Standard Class,JF-15490,Jeremy Farry,Consumer,New York City,New York,10009,East,FUR-CH-10001545,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,205.164,4,2016,11,4
7007,CA-2015-119466,2015-12-15,2015-12-21,Standard Class,SP-20860,Sung Pak,Corporate,Chicago,Illinois,60623,Central,FUR-FU-10001546,Furniture,Furnishings,Dana Swing-Arm Lamps,8.544,6,2015,12,4
7008,CA-2016-154823,2016-08-21,2016-08-25,Standard Class,KN-16390,Katherine Nockton,Corporate,Springfield,Ohio,45503,East,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,12.828,4,2016,8,3
7009,CA-2016-154823,2016-08-21,2016-08-25,Standard Class,KN-16390,Katherine Nockton,Corporate,Springfield,Ohio,45503,East,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,598.458,4,2016,8,3
7010,CA-2016-154823,2016-08-21,2016-08-25,Standard Class,KN-16390,Katherine Nockton,Corporate,Springfield,Ohio,45503,East,FUR-FU-10000193,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors,25.984,4,2016,8,3
7011,US-2015-135881,2015-05-23,2015-05-27,Standard Class,GT-14710,Greg Tran,Consumer,New York City,New York,10035,East,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,17.96,4,2015,5,2
7012,US-2015-135881,2015-05-23,2015-05-27,Standard Class,GT-14710,Greg Tran,Consumer,New York City,New York,10035,East,OFF-SU-10003002,Office Supplies,Supplies,Letter Slitter,5.04,4,2015,5,2
7013,US-2015-135881,2015-05-23,2015-05-27,Standard Class,GT-14710,Greg Tran,Consumer,New York City,New York,10035,East,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",208.16,4,2015,5,2
7014,CA-2018-141201,2018-12-09,2018-12-11,Second Class,DB-12910,Daniel Byrd,Home Office,Salinas,California,93905,West,FUR-BO-10001519,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,148.257,2,2018,12,4
7015,CA-2015-114790,2015-03-11,2015-03-13,Second Class,FM-14215,Filia McAdams,Corporate,Richmond,Kentucky,40475,South,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",146.76,2,2015,3,1
7016,CA-2015-114790,2015-03-11,2015-03-13,Second Class,FM-14215,Filia McAdams,Corporate,Richmond,Kentucky,40475,South,TEC-AC-10000710,Technology,Accessories,Maxell DVD-RAM Discs,32.96,2,2015,3,1
7017,CA-2015-114790,2015-03-11,2015-03-13,Second Class,FM-14215,Filia McAdams,Corporate,Richmond,Kentucky,40475,South,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,587.97,2,2015,3,1
7018,CA-2015-114790,2015-03-11,2015-03-13,Second Class,FM-14215,Filia McAdams,Corporate,Richmond,Kentucky,40475,South,OFF-PA-10000213,Office Supplies,Paper,Xerox 198,14.94,2,2015,3,1
7019,US-2017-154256,2017-06-23,2017-06-27,Second Class,SM-20005,Sally Matthias,Consumer,New York City,New York,10035,East,OFF-LA-10003720,Office Supplies,Labels,Avery 487,25.83,4,2017,6,2
7020,CA-2015-124737,2015-08-23,2015-08-27,Standard Class,AP-10915,Arthur Prichep,Consumer,Denver,Colorado,80219,West,OFF-PA-10001837,Office Supplies,Paper,Xerox 1976,15.552,4,2015,8,3
7021,CA-2015-124737,2015-08-23,2015-08-27,Standard Class,AP-10915,Arthur Prichep,Consumer,Denver,Colorado,80219,West,OFF-SU-10004661,Office Supplies,Supplies,Acme Titanium Bonded Scissors,6.8,4,2015,8,3
7022,CA-2015-124737,2015-08-23,2015-08-27,Standard Class,AP-10915,Arthur Prichep,Consumer,Denver,Colorado,80219,West,FUR-FU-10003274,Furniture,Furnishings,Regeneration Desk Collection,4.224,4,2015,8,3
7023,CA-2015-124737,2015-08-23,2015-08-27,Standard Class,AP-10915,Arthur Prichep,Consumer,Denver,Colorado,80219,West,TEC-PH-10000149,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,143.64,4,2015,8,3
7024,CA-2015-124737,2015-08-23,2015-08-27,Standard Class,AP-10915,Arthur Prichep,Consumer,Denver,Colorado,80219,West,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,31.104,4,2015,8,3
7025,CA-2015-124737,2015-08-23,2015-08-27,Standard Class,AP-10915,Arthur Prichep,Consumer,Denver,Colorado,80219,West,OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,223.056,4,2015,8,3
7026,US-2018-101840,2018-02-06,2018-02-12,Standard Class,SP-20545,Sibella Parks,Corporate,New York City,New York,10024,East,TEC-PH-10002538,Technology,Phones,Grandstream GXP1160 VoIP phone,227.46,6,2018,2,1
7027,US-2018-101840,2018-02-06,2018-02-12,Standard Class,SP-20545,Sibella Parks,Corporate,New York City,New York,10024,East,OFF-BI-10000279,Office Supplies,Binders,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",46.24,6,2018,2,1
7028,CA-2018-131653,2018-01-29,2018-02-05,Standard Class,RD-19585,Rob Dowd,Consumer,New York City,New York,10011,East,OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,5.22,7,2018,1,1
7029,US-2017-157840,2017-12-20,2017-12-23,Second Class,MC-17575,Matt Collins,Consumer,Fremont,Nebraska,68025,Central,OFF-PA-10003673,Office Supplies,Paper,Strathmore Photo Mount Cards,33.9,3,2017,12,4
7030,CA-2017-145548,2017-11-11,2017-11-16,Standard Class,EB-13750,Edward Becker,Corporate,New York City,New York,10011,East,OFF-ST-10002562,Office Supplies,Storage,Staple magnet,28.14,5,2017,11,4
7031,CA-2017-145548,2017-11-11,2017-11-16,Standard Class,EB-13750,Edward Becker,Corporate,New York City,New York,10011,East,TEC-AC-10002305,Technology,Accessories,KeyTronic E03601U1 - Keyboard - Beige,36.0,5,2017,11,4
7032,CA-2017-145548,2017-11-11,2017-11-16,Standard Class,EB-13750,Edward Becker,Corporate,New York City,New York,10011,East,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",92.94,5,2017,11,4
7033,CA-2017-145548,2017-11-11,2017-11-16,Standard Class,EB-13750,Edward Becker,Corporate,New York City,New York,10011,East,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",245.646,5,2017,11,4
7034,CA-2017-145548,2017-11-11,2017-11-16,Standard Class,EB-13750,Edward Becker,Corporate,New York City,New York,10011,East,OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,55.008,5,2017,11,4
7035,CA-2017-145548,2017-11-11,2017-11-16,Standard Class,EB-13750,Edward Becker,Corporate,New York City,New York,10011,East,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",35.232,5,2017,11,4
7036,CA-2018-119494,2018-11-09,2018-11-13,Standard Class,JE-15610,Jim Epp,Corporate,San Diego,California,92105,West,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",523.392,4,2018,11,4
7037,CA-2015-124618,2015-05-02,2015-05-04,Second Class,CS-11860,Cari Schnelling,Consumer,Lakeland,Florida,33801,South,TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,479.984,2,2015,5,2
7038,CA-2018-161970,2018-09-22,2018-09-27,Standard Class,PB-19105,Peter Bühler,Consumer,Smyrna,Georgia,30080,South,OFF-PA-10004255,Office Supplies,Paper,Xerox 219,12.96,5,2018,9,3
7039,CA-2018-161970,2018-09-22,2018-09-27,Standard Class,PB-19105,Peter Bühler,Consumer,Smyrna,Georgia,30080,South,OFF-AR-10003896,Office Supplies,Art,"Stride Job 150 Highlighters, Chisel Tip, Assorted Colors",17.94,5,2018,9,3
7040,CA-2018-103443,2018-12-17,2018-12-23,Standard Class,AT-10735,Annie Thurman,Consumer,New York City,New York,10009,East,OFF-ST-10002276,Office Supplies,Storage,Safco Steel Mobile File Cart,166.72,6,2018,12,4
7041,CA-2018-103443,2018-12-17,2018-12-23,Standard Class,AT-10735,Annie Thurman,Consumer,New York City,New York,10009,East,OFF-BI-10001617,Office Supplies,Binders,GBC Wire Binding Combs,24.816,6,2018,12,4
7042,CA-2018-103443,2018-12-17,2018-12-23,Standard Class,AT-10735,Annie Thurman,Consumer,New York City,New York,10009,East,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,124.36,6,2018,12,4
7043,US-2018-165358,2018-07-18,2018-07-23,Standard Class,SV-20365,Seth Vernon,Consumer,Philadelphia,Pennsylvania,19134,East,TEC-CO-10001943,Technology,Copiers,Canon PC-428 Personal Copier,599.97,5,2018,7,3
7044,US-2018-165358,2018-07-18,2018-07-23,Standard Class,SV-20365,Seth Vernon,Consumer,Philadelphia,Pennsylvania,19134,East,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",198.744,5,2018,7,3
7045,US-2018-165358,2018-07-18,2018-07-23,Standard Class,SV-20365,Seth Vernon,Consumer,Philadelphia,Pennsylvania,19134,East,OFF-SU-10004768,Office Supplies,Supplies,Acme Kleencut Forged Steel Scissors,9.184,5,2018,7,3
7046,CA-2017-160136,2017-11-03,2017-11-09,Standard Class,PJ-18835,Patrick Jones,Corporate,Dallas,Texas,75217,Central,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,9.248,6,2017,11,4
7047,CA-2015-150581,2015-04-08,2015-04-12,Standard Class,NM-18445,Nathan Mautz,Home Office,Concord,California,94521,West,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,99.592,4,2015,4,2
7048,CA-2015-150581,2015-04-08,2015-04-12,Standard Class,NM-18445,Nathan Mautz,Home Office,Concord,California,94521,West,TEC-AC-10001908,Technology,Accessories,Logitech Wireless Headset h800,399.96,4,2015,4,2
7049,CA-2017-119515,2017-08-14,2017-08-16,First Class,TR-21325,Toby Ritter,Consumer,Nashville,Tennessee,37211,South,OFF-PA-10000552,Office Supplies,Paper,Xerox 200,15.552,2,2017,8,3
7050,CA-2015-141355,2015-09-25,2015-09-30,Standard Class,BF-11005,Barry Franz,Home Office,Aurora,Colorado,80013,West,OFF-AR-10003179,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,14.576,5,2015,9,3
7051,CA-2017-165330,2017-12-11,2017-12-11,Same Day,WB-21850,William Brown,Consumer,Anaheim,California,92804,West,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,209.6,0,2017,12,4
7052,CA-2017-165330,2017-12-11,2017-12-11,Same Day,WB-21850,William Brown,Consumer,Anaheim,California,92804,West,OFF-AR-10000914,Office Supplies,Art,Boston 16765 Mini Stand Up Battery Pencil Sharpener,23.32,0,2017,12,4
7053,CA-2017-165330,2017-12-11,2017-12-11,Same Day,WB-21850,William Brown,Consumer,Anaheim,California,92804,West,OFF-PA-10000241,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",30.98,0,2017,12,4
7054,CA-2017-165330,2017-12-11,2017-12-11,Same Day,WB-21850,William Brown,Consumer,Anaheim,California,92804,West,TEC-AC-10000057,Technology,Accessories,Microsoft Natural Ergonomic Keyboard 4000,119.96,0,2017,12,4
7055,CA-2017-165330,2017-12-11,2017-12-11,Same Day,WB-21850,William Brown,Consumer,Anaheim,California,92804,West,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",363.92,0,2017,12,4
7056,CA-2017-165330,2017-12-11,2017-12-11,Same Day,WB-21850,William Brown,Consumer,Anaheim,California,92804,West,OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders,35.808,0,2017,12,4
7057,CA-2017-165330,2017-12-11,2017-12-11,Same Day,WB-21850,William Brown,Consumer,Anaheim,California,92804,West,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers,122.688,0,2017,12,4
7058,CA-2017-165330,2017-12-11,2017-12-11,Same Day,WB-21850,William Brown,Consumer,Anaheim,California,92804,West,FUR-TA-10004619,Furniture,Tables,Hon Non-Folding Utility Tables,892.136,0,2017,12,4
7059,CA-2017-165330,2017-12-11,2017-12-11,Same Day,WB-21850,William Brown,Consumer,Anaheim,California,92804,West,OFF-ST-10000636,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,50.22,0,2017,12,4
7060,CA-2017-165330,2017-12-11,2017-12-11,Same Day,WB-21850,William Brown,Consumer,Anaheim,California,92804,West,OFF-AP-10001469,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,83.42,0,2017,12,4
7061,CA-2017-165330,2017-12-11,2017-12-11,Same Day,WB-21850,William Brown,Consumer,Anaheim,California,92804,West,OFF-BI-10002897,Office Supplies,Binders,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",5.872,0,2017,12,4
7062,CA-2016-132633,2016-02-03,2016-02-05,Second Class,KH-16630,Ken Heidel,Corporate,Pleasant Grove,Utah,84062,West,OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,12.144,2,2016,2,1
7063,CA-2017-157742,2017-12-29,2017-12-31,Second Class,KL-16645,Ken Lonsdale,Consumer,Springfield,Oregon,97477,West,OFF-EN-10002592,Office Supplies,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown",27.792,2,2017,12,4
7064,CA-2018-127712,2018-08-31,2018-09-05,Standard Class,MG-17890,Michael Granlund,Home Office,Salem,Oregon,97301,West,OFF-SU-10002522,Office Supplies,Supplies,Acme Kleen Earth Office Shears,6.208,5,2018,8,3
7065,CA-2018-169474,2018-02-04,2018-02-09,Standard Class,JF-15355,Jay Fein,Consumer,Rochester,New York,14609,East,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,32.67,5,2018,2,1
7066,CA-2015-106726,2015-12-06,2015-12-08,First Class,RS-19765,Roland Schwarz,Corporate,Los Angeles,California,90008,West,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,1261.33,2,2015,12,4
7067,CA-2017-147473,2017-05-30,2017-06-03,Standard Class,NL-18310,Nancy Lomonaco,Home Office,Los Angeles,California,90049,West,OFF-PA-10004782,Office Supplies,Paper,Xerox 228,38.88,4,2017,5,2
7068,CA-2017-114209,2017-05-21,2017-05-26,Standard Class,AS-10285,Alejandro Savely,Corporate,Dallas,Texas,75081,Central,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",1.964,5,2017,5,2
7069,CA-2017-114209,2017-05-21,2017-05-26,Standard Class,AS-10285,Alejandro Savely,Corporate,Dallas,Texas,75081,Central,OFF-PA-10003591,Office Supplies,Paper,Southworth 100% Cotton The Best Paper,82.656,5,2017,5,2
7070,CA-2015-141901,2015-08-09,2015-08-14,Standard Class,GM-14500,Gene McClure,Consumer,Fresno,California,93727,West,OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),5.98,5,2015,8,3
7071,CA-2017-164490,2017-09-05,2017-09-10,Second Class,SU-20665,Stephanie Ulpright,Home Office,Chicago,Illinois,60653,Central,OFF-PA-10004971,Office Supplies,Paper,Xerox 196,9.248,5,2017,9,3
7072,CA-2017-112256,2017-07-23,2017-07-28,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,Mcallen,Texas,78501,Central,OFF-AR-10001216,Office Supplies,Art,Newell 339,4.448,5,2017,7,3
7073,CA-2017-112256,2017-07-23,2017-07-28,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,Mcallen,Texas,78501,Central,OFF-PA-10004355,Office Supplies,Paper,Xerox 231,5.184,5,2017,7,3
7074,CA-2017-112256,2017-07-23,2017-07-28,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,Mcallen,Texas,78501,Central,OFF-AR-10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,175.92,5,2017,7,3
7075,CA-2017-112256,2017-07-23,2017-07-28,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,Mcallen,Texas,78501,Central,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,4.752,5,2017,7,3
7076,CA-2017-112256,2017-07-23,2017-07-28,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,Mcallen,Texas,78501,Central,OFF-SU-10001165,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,13.344,5,2017,7,3
7077,CA-2017-167416,2017-05-12,2017-05-17,Standard Class,JM-15580,Jill Matthias,Consumer,Seattle,Washington,98105,West,OFF-EN-10001141,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",54.9,5,2017,5,2
7078,CA-2017-106950,2017-09-02,2017-09-06,Standard Class,JE-15715,Joe Elijah,Consumer,Charlotte,North Carolina,28205,South,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,22.911,4,2017,9,3
7079,CA-2017-106950,2017-09-02,2017-09-06,Standard Class,JE-15715,Joe Elijah,Consumer,Charlotte,North Carolina,28205,South,OFF-AP-10000159,Office Supplies,Appliances,Belkin F9M820V08 8 Outlet Surge,309.456,4,2017,9,3
7080,CA-2017-106950,2017-09-02,2017-09-06,Standard Class,JE-15715,Joe Elijah,Consumer,Charlotte,North Carolina,28205,South,OFF-AR-10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,19.456,4,2017,9,3
7081,CA-2017-106950,2017-09-02,2017-09-06,Standard Class,JE-15715,Joe Elijah,Consumer,Charlotte,North Carolina,28205,South,FUR-TA-10001768,Furniture,Tables,Hon Racetrack Conference Tables,472.518,4,2017,9,3
7082,CA-2017-106950,2017-09-02,2017-09-06,Standard Class,JE-15715,Joe Elijah,Consumer,Charlotte,North Carolina,28205,South,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,1012.68,4,2017,9,3
7083,CA-2017-106950,2017-09-02,2017-09-06,Standard Class,JE-15715,Joe Elijah,Consumer,Charlotte,North Carolina,28205,South,OFF-BI-10003166,Office Supplies,Binders,GBC Plasticlear Binding Covers,17.22,4,2017,9,3
7084,CA-2018-118724,2018-07-21,2018-07-25,Second Class,AR-10825,Anthony Rawles,Corporate,Concord,California,94521,West,OFF-AR-10003469,Office Supplies,Art,Nontoxic Chalk,3.52,4,2018,7,3
7085,CA-2018-118724,2018-07-21,2018-07-25,Second Class,AR-10825,Anthony Rawles,Corporate,Concord,California,94521,West,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,1626.192,4,2018,7,3
7086,CA-2018-112004,2018-09-25,2018-09-28,First Class,AH-10075,Adam Hart,Corporate,Chester,Pennsylvania,19013,East,OFF-BI-10003476,Office Supplies,Binders,Avery Metallic Poly Binders,8.595,3,2018,9,3
7087,CA-2018-112004,2018-09-25,2018-09-28,First Class,AH-10075,Adam Hart,Corporate,Chester,Pennsylvania,19013,East,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,190.896,3,2018,9,3
7088,US-2018-143175,2018-08-03,2018-08-06,Second Class,GA-14515,George Ashbrook,Consumer,Los Angeles,California,90004,West,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,99.87,3,2018,8,3
7089,CA-2016-105844,2016-10-25,2016-10-27,Second Class,JF-15415,Jennifer Ferguson,Consumer,Sparks,Nevada,89431,West,OFF-AR-10001955,Office Supplies,Art,Newell 319,79.36,2,2016,10,4
7090,CA-2018-118864,2018-06-15,2018-06-19,Second Class,KH-16690,Kristen Hastings,Corporate,Los Angeles,California,90032,West,TEC-PH-10001809,Technology,Phones,Panasonic KX T7736-B Digital phone,119.96,4,2018,6,2
7091,CA-2016-119480,2016-01-09,2016-01-13,Standard Class,CC-12685,Craig Carroll,Consumer,Henderson,Kentucky,42420,South,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,106.32,4,2016,1,1
7092,CA-2016-119480,2016-01-09,2016-01-13,Standard Class,CC-12685,Craig Carroll,Consumer,Henderson,Kentucky,42420,South,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,163.44,4,2016,1,1
7093,CA-2016-119480,2016-01-09,2016-01-13,Standard Class,CC-12685,Craig Carroll,Consumer,Henderson,Kentucky,42420,South,OFF-AR-10004691,Office Supplies,Art,Boston 1730 StandUp Electric Pencil Sharpener,42.76,4,2016,1,1
7094,CA-2016-119480,2016-01-09,2016-01-13,Standard Class,CC-12685,Craig Carroll,Consumer,Henderson,Kentucky,42420,South,OFF-PA-10004996,Office Supplies,Paper,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",51.55,4,2016,1,1
7095,US-2016-153374,2016-02-09,2016-02-13,Second Class,JF-15565,Jill Fjeld,Consumer,Decatur,Illinois,62521,Central,TEC-AC-10001908,Technology,Accessories,Logitech Wireless Headset h800,479.952,4,2016,2,1
7096,CA-2017-101980,2017-08-19,2017-08-20,First Class,RP-19390,Resi Pölking,Consumer,New York City,New York,10009,East,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,146.688,1,2017,8,3
7097,CA-2017-101980,2017-08-19,2017-08-20,First Class,RP-19390,Resi Pölking,Consumer,New York City,New York,10009,East,OFF-BI-10004318,Office Supplies,Binders,Ibico EB-19 Dual Function Manual Binding System,276.784,1,2017,8,3
7098,CA-2017-101980,2017-08-19,2017-08-20,First Class,RP-19390,Resi Pölking,Consumer,New York City,New York,10009,East,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",25.32,1,2017,8,3
7099,CA-2018-144596,2018-11-06,2018-11-10,Standard Class,CD-11980,Carol Darley,Consumer,New York City,New York,10011,East,OFF-PA-10003302,Office Supplies,Paper,Xerox 1906,318.96,4,2018,11,4
7100,CA-2016-124933,2016-12-26,2016-12-30,Second Class,DF-13135,David Flashing,Consumer,New York City,New York,10009,East,OFF-PA-10003302,Office Supplies,Paper,Xerox 1906,212.64,4,2016,12,4
